legacyId,parentId,qubitParentSlug,title,radGeneralMaterialDesignation,radTitleStatementOfResponsibility,levelOfDescription,repository,identifier,extentAndMedium,scopeAndContent,acquisition,arrangement,language,locationOfOriginals,reproductionConditions,eventDates
,,test-csv-upload-satya-fonds,Lucie Pepin transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lucie Pepin (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,1 textual record (doc) : 13 pages,Transcript for oral history interview with Senator Lucie Pepin. Only the transcript is included in the project as per interviewee request.,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en | fr,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-03
,,test-csv-upload-satya-fonds,Lyda Fuller interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lyda Fuller (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  50 min., 14 sec.","Oral history interview with Lyda Fuller ED of YWCA (Yellowknife, NWT)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-28
,,test-csv-upload-satya-fonds,Lynn Brooks interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lynn Brooks (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  35 min., 1 sec.","Oral history interview with Lynn Brooks YWCA founder (Yellowknife, NWT)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-28
,,test-csv-upload-satya-fonds,Lynn McDonald part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lynn McDonald (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  13 min., 20 sec.","Transcript for oral history interview with Lynn McDonald feminist scholar and former member of the Canadian House of Commons. Topics include: Government, women in academia, CBC, Ontario Committee on the Status of Women.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-24
,,test-csv-upload-satya-fonds,Lynn McDonald part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lynn McDonald (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  1 hr., 40 min., 18 sec.","Oral history interview with Lynn McDonald feminist scholar and former member of the Canadian House of Commons. Topics include: Government, women in academia, CBC, Ontario Committee on the Status of Women.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-24
,,test-csv-upload-satya-fonds,Lynn McDonald transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lynn McDonald (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,1 textual record (doc) : 23 pages,"Oral history interview with Lynn McDonald feminist scholar and former member of the Canadian House of Commons. Topics include: Government, women in academia, CBC, Ontario Committee on the Status of Women.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-24
,,test-csv-upload-satya-fonds,Madeleine Delaney Leblanc part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Madeleine Delaney Leblanc (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 36 min., 4 sec. ",Oral history interview with Madeleine Delaney Leblanc  Acadian feminist and former head of Advisory Council (New Brunswick),Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-27
,,test-csv-upload-satya-fonds,Madeleine Delaney Leblanc part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Madeleine Delaney Leblanc (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  7 min., 51 sec.",Oral history interview with Madeleine Delaney Leblanc  Acadian feminist and former head of Advisory Council (New Brunswick),Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-27
,,test-csv-upload-satya-fonds,Madeleine Delaney Leblanc part 3 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Madeleine Delaney Leblanc (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,"1 sound recording (wav) :  2 min., 41 sec.",Oral history interview with Madeleine Delaney Leblanc  Acadian feminist and former head of Advisory Council (New Brunswick),Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-27
,,test-csv-upload-satya-fonds,Margaret Commodore interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Margaret Commodore (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 9 min., 7 sec.","Oral history interview with Margaret Commodore former MLA (Haine's Junction, YK).",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-14
,,test-csv-upload-satya-fonds,Margaret Conrad interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Margaret Conrad (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 10 min., 54 sec. ","Oral history interview with Margaret Conrad feminist academic and historian (Fredericton, NB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-27
,,test-csv-upload-satya-fonds,Margo Dunn interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Margo Dunn (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 50  min., 19  sec.","Oral history interview with Margo Dunn member of Abortion Caravan (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-24
,,test-csv-upload-satya-fonds,Marguerite Andersen interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Marguerite Andersen (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 29 min., 33 sec.","Oral history interview with Marguerite Andersen francophone Ontario writer. Topics include: Women's studies, Guelph, French, women's writing, Guelph Freedom Ladies, Morgentaler",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-20
,,test-csv-upload-satya-fonds,Marguerite Andersen transcript,,Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Marguerite Andersen (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 26 pages,"Transcript for oral history interview with Marguerite Andersen francophone Ontario writer. Topics include: Women's studies, Guelph, French, women's writing, Guelph Freedom Ladies, Morgentaler",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-20
,,test-csv-upload-satya-fonds,Marie Laing interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Marie Laing (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 26 min., 30 sec.","Oral history interview with Marie Laing former Alberta MLA (Edmonton, AB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-09-19
,,test-csv-upload-satya-fonds,Marjorie Griffin Cohen interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and  Marjorie Griffin Cohen (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  58 min., 20 sec. ","Oral history interview with Marjorie Griffin Cohen feminist academic, NAC member (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-09-25
,,test-csv-upload-satya-fonds,Marsha Hanen interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Marsha Hanen (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 58 min., 28 sec.","Oral history interview with Marsha Hanen former University President (Victoria, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-18
,,test-csv-upload-satya-fonds,Mary Breen and Bronwyn Bragg interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewee) and Mary Breen (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  44 min., 20 sec.",Oral history interview between the two interviewers Mary Breen and Bronwyn Bragg for the Second Wave Feminism Oral History Project conducted by Nancy's Very Own Foundation.,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-10
,,test-csv-upload-satya-fonds,Mary Lou Stirling interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Mary Lou Stirling (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  51  min., 29 sec.","Oral history interview with Mary Lou Stirling former head of Advisory Council on the Status of Women (Fredericton, NB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-23
,,test-csv-upload-satya-fonds,Mary Valentich interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Mary Valentich (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 19 min., 43 sec.",Oral history interview with Mary Valentich University of Calgary Social Worker,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-06-26
,,test-csv-upload-satya-fonds,Melanie Conn interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Melanie Conn (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 24 min., 17 sec. ","Oral history interview with Melanie Conn founding member of Women's Health Collective (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-26
,,test-csv-upload-satya-fonds,Molly Hancock interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Molly Hancock (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 12 min., 51 sec.","Oral history interview with Molly Hancock Sudbury feminist and social worker (in her nineties). Topics include: Sudbury, social work, immigration, poverty, children.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-27
,,test-csv-upload-satya-fonds,Molly Hancock transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Molly Hancock (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 14 pages,"Transcript for oral history interview with Molly Hancock Sudbury feminist and social worker (in her nineties). Topics include: Sudbury, social work, immigration, poverty, children.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-27
,,test-csv-upload-satya-fonds,Monique Begin interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Monique Begin (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  2 hr., 1 hr., 02 ","Oral history interview with Monique Begin former politician and feminist scholar: Topics include: Quebec, sociology, Trudeau, women in government, la federation des femmes du Quebec.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-19
,,test-csv-upload-satya-fonds,Monique Begin transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Monique Begin (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 32 pages,"Transcript for oral history interview with Monique Begin former politician and feminist scholar: Topics include: Quebec, sociology, Trudeau, women in government, la federation des femmes du Quebec.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-19
,,test-csv-upload-satya-fonds,Naomi Black additional comments,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and  Naomi Black (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,1 textual record (doc) : 1 page,Additional comments for the oral history interview with feminist scholar and former member of the OCSW Naomi Black sent via email to the interviewer Bronwyn Bragg,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-10
,,test-csv-upload-satya-fonds,Naomi Black interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and  Naomi Black (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (mp3) : 53  min.,  22 sec.","Oral history interview with Naomi Black feminist scholar and former member of the OCSW. Topics include: Ontario Committee on the Status of Women, women in academia, York University.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-08
,,test-csv-upload-satya-fonds,Naomi Black transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and  Naomi Black (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 24 pages,"Transcript for oral history interview with Naomi Black feminist scholar and former member of the OCSW. Topics include: Ontario Committee on the Status of Women, women in academia, York University.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-08
,,test-csv-upload-satya-fonds,Norma Farquharson interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Norma Farquharson (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 11 min., 21 sec.","Oral history interview with Norma Farquharson feminist activist (Calgary, AB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-16
,,test-csv-upload-satya-fonds,Norma Kassi interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Norma Kassi (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 36 min., 45 sec.","Oral history interview with Norma Kassi First Nations woman and environmental activist (Whitehorse, YK).",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-13
,,test-csv-upload-satya-fonds,Pat Davitt interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Pat Davitt (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 9 min., 54 sec. ","Oral history interview with Pat Davitt feminist activist (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-24
,,test-csv-upload-satya-fonds,Pat Hacker interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Pat Hacker (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 21 hr., 52","Oral history interview with Pat Hacker. Topics include: Ad Hoc Committee, Constitution, Ottawa, NAC.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-24
,,test-csv-upload-satya-fonds,Pat Hacker transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Pat Hacker (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 34 pages,"Transcript for oral history interview with Pat Hacker. Topics include: Ad Hoc Committee, Constitution, Ottawa, NAC.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-24
,,test-csv-upload-satya-fonds,Pat Masters interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and  Pat Masters (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 02 min., 1 sec.","Oral history interview with Pat Masters member of the Ottawa Women's Lobby. Topics include: Ottawa Women's Lobby, City of Ottawa, Ad Hoc Committee, Constitution, Maud Barlow, race and racism, peace.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-06-07
,,test-csv-upload-satya-fonds,Pat Masters transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Pat Masters (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 19 pages,"Transcript for the oral history interview with Pat Masters member of the Ottawa Women's Lobby. Topics include: Ottawa Women's Lobby, City of Ottawa, Ad Hoc Committee, Constitution, Maud Barlow, race and racism, peace.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-06-07
,,test-csv-upload-satya-fonds,Pat Preston interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Pat Preston (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  52 min., 27 sec. ","Oral history interview with Pat Preston feminist activist from Calgary (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-23
,,test-csv-upload-satya-fonds,Patricia Cooper interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Pat Cooper (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (mp3) :  1 hr., 7 min., 20 sec ","Oral history interview with Patricia Cooper feminist organizer (Calgary, AB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-01-10
,,test-csv-upload-satya-fonds,Patricia Hennessy interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Patricia Hennessy (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  57 min., 17 sec.","Oral history interview Patricia Hennessy a Justice of the Superior Court of Ontario. Topics include: Northern Ontario, women in law, domestic abuse, midwifery, abortion.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-29
,,test-csv-upload-satya-fonds,Patricia Hennessy transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Patricia Hennessy (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 17  pages,"Oral history interview Patricia Hennessy a Justice of the Superior Court of Ontario. Topics include: Northern Ontario, women in law, domestic abuse, midwifery, abortion.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-29
,,test-csv-upload-satya-fonds,Paula Foley and Heather Orford interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Heather Orford (interviewee) and Paula Foley (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 5 min., 50 sec.","Oral history interview with Paula Foley and Heather Orford two feminist activists (Charlottetown, PEI)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-28
,,test-csv-upload-satya-fonds,Paula Pasquali interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Paula Pasquali (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 21 min., 21 sec.","Oral history interview with Paula Pasquali women's health activist (Whitehorse, YK).",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-13
